"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-21 14:12:54,FALSE,NA,"1175412592413511680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SayantanMark50",2151,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-21 13:55:44,FALSE,NA,"1175408269436674048",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KamathSwapna",2151,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-21 13:10:31,FALSE,NA,"1175396890302504960",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SabseHarami",1376,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-21 12:50:22,FALSE,NA,"1175391822807363591",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","_harishchhetri",2151,TRUE,FALSE,NA,NA
"When everyone is engrossed in the royalwedding but you just want to go home and watch Ben",FALSE,0,NA,2019-09-21 12:49:25,FALSE,NA,"1175391581471424512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kwabran_",1954,TRUE,FALSE,NA,NA
"Disney predicted this RoyalWedding long time ago",FALSE,0,NA,2019-09-21 12:49:16,FALSE,NA,"1175391544263827456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kwabran_",1548,TRUE,FALSE,NA,NA
"Did not expect this at all RoyalWedding",FALSE,0,NA,2019-09-21 12:28:16,FALSE,NA,"1175386260854190080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","imajinasong",25296,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-21 12:24:59,FALSE,NA,"1175385433779228672",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","abhaykr_4",2151,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-21 12:20:08,FALSE,NA,"1175384210992795648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","arif9628",2151,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-21 12:17:33,FALSE,NA,"1175383561341325312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tapastiwari15",1376,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-21 12:16:19,FALSE,NA,"1175383250761478145",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tapastiwari15",2151,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-21 11:58:35,FALSE,NA,"1175378790198857729",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Shabdcasm",2151,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-21 11:52:40,FALSE,NA,"1175377299090202624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PrithvirajTha14",2151,TRUE,FALSE,NA,NA
"RanjeetMakeOvers make you beautiful the way you want PLEASE COMMENT
For more info Please CALL us or WhatsApp on ",FALSE,0,NA,2019-09-21 11:52:08,FALSE,NA,"1175377164486815744",NA,"<a href=""http://twitter.com"" rel=""nofollow"">bridetobexoxo to zveil 1</a>","bridetobexoxo",1,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-21 11:51:54,FALSE,NA,"1175377106122838018",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Moumi70518995",2151,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-21 11:47:01,FALSE,NA,"1175375877195984896",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aju_agranayak",1376,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-21 11:46:39,FALSE,NA,"1175375786884255744",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aju_agranayak",2151,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-21 11:37:41,FALSE,NA,"1175373528482250753",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AnishaKarnail",2151,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-21 11:35:52,FALSE,NA,"1175373073236709376",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SabseHarami",2151,TRUE,FALSE,NA,NA
"RanjeetMakeOvers make you beautiful the way you want PLEASE COMMENT
For more info Please CALL us or WhatsApp on",FALSE,0,NA,2019-09-21 11:33:26,TRUE,NA,"1175372460444639232",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RanjeetMakeover",1,FALSE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-21 11:32:06,FALSE,NA,"1175372123403096064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AwadhiBoy",1376,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-21 11:30:55,FALSE,NA,"1175371828069449728",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Pratyus09h",2151,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-21 11:30:08,FALSE,NA,"1175371631574675456",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Kiran41126091",2151,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-21 11:27:50,FALSE,NA,"1175371051389186049",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","anavrittim",2151,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-21 11:26:35,FALSE,NA,"1175370736011055106",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","UMANGRAJGUPTA1",2151,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-21 11:26:09,FALSE,NA,"1175370626405527553",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AniketA28488882",2151,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-21 11:25:24,FALSE,NA,"1175370438488158208",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","shachindra18",1376,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-21 11:24:01,FALSE,NA,"1175370089979187201",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","El_Patron_Ind",2151,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-21 11:23:43,FALSE,NA,"1175370016339808257",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","shachindra18",2151,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-21 11:23:16,FALSE,NA,"1175369903248936960",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HafizTapadar",2151,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-21 11:22:11,FALSE,NA,"1175369628932960256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","anavrittim",1376,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-21 11:21:42,FALSE,NA,"1175369508950691840",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tigermalik789",2151,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-21 11:19:17,FALSE,NA,"1175368899786760192",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","shriyagoyal01",2151,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-21 11:18:54,FALSE,NA,"1175368801866567680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Deepakbroker111",2151,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-21 11:18:45,FALSE,NA,"1175368763455131648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sudarshan_m10",2151,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-21 11:15:15,FALSE,NA,"1175367884224135170",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","harshit00034",2151,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-21 11:15:02,FALSE,NA,"1175367830121918465",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IAmAhk_Xbox",1376,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-21 11:14:59,FALSE,NA,"1175367818910543873",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IAmAhk_Xbox",2151,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-21 11:14:04,FALSE,NA,"1175367587359625216",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Anshu50574629",1376,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-21 11:13:22,FALSE,NA,"1175367410251116544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dark_khi_guy",2151,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-21 11:13:12,FALSE,NA,"1175367366500179969",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Anshu50574629",2151,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-21 11:13:07,FALSE,NA,"1175367347755868161",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Indian_Lounda",2151,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-21 11:11:41,FALSE,NA,"1175366987381231616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bhuvan_Bam",2151,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-21 11:10:19,FALSE,NA,"1175366642336845824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","250praveen",1376,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-21 11:08:59,FALSE,NA,"1175366306868027392",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","250praveen",2151,TRUE,FALSE,NA,NA
"Crowds cheer as the new Duke and Dutchess of Sussex exit St Georges Chapel  MeghanMarkle PrinceHarry HarryandMegh",FALSE,0,NA,2019-09-21 08:03:28,FALSE,NA,"1175319618954649600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OlgaCollette",22,TRUE,FALSE,NA,NA
"Shes a singer whos destroyed her own career Hes a pilot whos afraid of flying And the whole world is watching",FALSE,0,NA,2019-09-21 07:00:09,TRUE,NA,"1175303686307942400",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","K8JohnsonAuthor",0,FALSE,FALSE,NA,NA
"For those who dont know Oktoberfest is a Fall Party Tradition originating with the royalwedding of Bavarian",FALSE,0,NA,2019-09-21 06:47:11,TRUE,NA,"1175300424448000000",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Bavarian_strong",0,FALSE,FALSE,NA,NA
"Guys I might be making this up but arentandgetting married tomorrow

Do you rememba
the ",FALSE,1,NA,2019-09-21 03:41:16,TRUE,NA,"1175253635292422144",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Phantom_McBane",0,FALSE,FALSE,NA,NA
"Have a great timeand congratulationsroyalwedding",FALSE,5,NA,2019-09-21 00:24:15,FALSE,NA,"1175204052503879686",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EddieTheCruiser",1,FALSE,FALSE,NA,NA
"WATCH Queen Elizabeth II arrives at Windsor Castle for Prince Harry and Meghan Markles royalwedding ",FALSE,0,NA,2019-09-21 00:08:32,FALSE,NA,"1175200098147545088",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ProudnikovaX",48,TRUE,FALSE,NA,NA
"Meghan Markles rescue dog a beagle named Guy rode into Windsor with Queen Elizabeth earlier this week ",FALSE,0,NA,2019-09-21 00:08:08,FALSE,NA,"1175200000395173888",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ProudnikovaX",3795,TRUE,FALSE,NA,NA
"Prince Harry and Miss Meghan Markles Wedding Reception will take place in St Georges Hall Windsor Castle
 
Last week",FALSE,0,NA,2019-09-21 00:07:52,FALSE,NA,"1175199930350264321",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ProudnikovaX",285,TRUE,FALSE,NA,NA
"This is the most cultured royal wedding ever Im so here for it Bun my girl and her plans for today RoyalWedding",FALSE,0,NA,2019-09-20 23:50:03,FALSE,NA,"1175195446760939520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DLopez_xo",2,TRUE,FALSE,NA,NA
"Today we got a very special delivery Beautiful bouquets made from the royalwedding flowers which we gave to our patients A",FALSE,0,NA,2019-09-20 22:58:25,FALSE,NA,"1175182452567863296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gina_asada",2470,TRUE,FALSE,NA,NA
"Today we got a very special delivery Beautiful bouquets made from the royalwedding flowers which we gave to our patients A",FALSE,0,NA,2019-09-20 22:34:20,FALSE,NA,"1175176395003224066",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ilona84010600",2470,TRUE,FALSE,NA,NA
"Shes a princess Hes a nobody Its the wedding of the century well since the last one RoyalWedding romance",FALSE,1,NA,2019-09-20 21:00:16,TRUE,NA,"1175152719499157504",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","K8JohnsonAuthor",0,FALSE,FALSE,NA,NA
"Emeraid green two tone wand bridal hand fan 
bridalhandfanhandfaninlagosclutchhandfan",FALSE,0,NA,2019-09-20 20:56:47,TRUE,NA,"1175151842751406081",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","arinolaanu",0,FALSE,FALSE,"3.39583","6.45306"
"Can we just take a moment to honor Meghan Markles Mother Doria Ragland who sat alone a million miles from homein a",FALSE,0,NA,2019-09-20 20:21:17,FALSE,NA,"1175142908166639616",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","welshope",803,TRUE,FALSE,NA,NA
"William and Kate only told The Queen about their engagementhours before it was made public RoyalFact RoyalWedding",FALSE,0,NA,2019-09-20 20:07:04,FALSE,NA,"1175139333155823616",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","dupapnase",5,TRUE,FALSE,NA,NA
"We only had them issues as her majesty loves them royalwedding",FALSE,1,"acatfromgreece",2019-09-20 19:08:00,FALSE,"1175123140843843589","1175124465585459203","2978275647","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GorillaoJustice",0,FALSE,FALSE,NA,NA
"William and Kate only told The Queen about their engagementhours before it was made public RoyalFact RoyalWedding",FALSE,0,NA,2019-09-20 18:47:57,FALSE,NA,"1175119423142801408",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","julieannkehoe",5,TRUE,FALSE,NA,NA
"William and Kate only told The Queen about their engagementhours before it was made public RoyalFact RoyalWedding",FALSE,0,NA,2019-09-20 18:42:19,FALSE,NA,"1175118004801146880",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nDQIDfSoULUfTrB",5,TRUE,FALSE,NA,NA
"William and Kate only told The Queen about their engagementhours before it was made public RoyalFact RoyalWedding",FALSE,0,NA,2019-09-20 18:37:38,FALSE,NA,"1175116824238854149",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","domenicoxLaura",5,TRUE,FALSE,NA,NA
"Can we just take a moment to honor Meghan Markles Mother Doria Ragland who sat alone a million miles from homein a",FALSE,0,NA,2019-09-20 18:36:41,FALSE,NA,"1175116588476968963",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","thesilverfoxx22",803,TRUE,FALSE,NA,NA
"William and Kate only told The Queen about their engagementhours before it was made public RoyalFact",FALSE,16,NA,2019-09-20 18:35:23,TRUE,NA,"1175116258318147586",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Royal_FamilyUK",5,FALSE,FALSE,NA,NA
"What if its the knight himself who needs rescuing NOT YOUR KNIGHT IN SHINING ARMOUR is out now",FALSE,0,NA,2019-09-20 18:05:11,TRUE,NA,"1175108660688760832",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","K8JohnsonAuthor",0,FALSE,FALSE,NA,NA
"Hes a prince Shes a barmaid Its never going to work RoyalWedding romance NOT YOUR CINDERELLA is out now",FALSE,0,NA,2019-09-20 16:05:40,TRUE,NA,"1175078581275430912",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","K8JohnsonAuthor",0,FALSE,FALSE,NA,NA
"Congratulations to the newly wed Harry and Meghan
Read about their big day on my blog RoyalWedding harryandmeghan",FALSE,0,NA,2019-09-20 15:32:30,FALSE,NA,"1175070233305989120",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lilythomp01",1,TRUE,FALSE,NA,NA
"Designer silk safa for barati or wedding procession For business inquiries start your conversation at",FALSE,1,NA,2019-09-20 13:33:29,TRUE,NA,"1175040285727838209",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShahiPagdi",1,FALSE,FALSE,NA,NA
"Wedding table decor goals Agree Comment below

 
 

wzupproductions",FALSE,1,NA,2019-09-20 13:00:31,TRUE,NA,"1175031988325179393",NA,"<a href=""https://promorepublic.com"" rel=""nofollow"">PromoRepublic</a>","wzupproductions",0,FALSE,FALSE,NA,NA
"Hashtags on Twitter can also be used to join in with broader conversations around big events like the RoyalWedding",FALSE,0,NA,2019-09-20 12:08:01,TRUE,NA,"1175018774300418049",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","Stroud_WDYT",0,FALSE,FALSE,NA,NA
"Make an appointment to add new dimensions to your makeup that suit the occasion time and personality PLEASE SHARE",FALSE,0,NA,2019-09-20 10:52:08,FALSE,NA,"1174999676615102465",NA,"<a href=""http://twitter.com"" rel=""nofollow"">bridetobexoxo to zveil 1</a>","bridetobexoxo",1,TRUE,FALSE,NA,NA
"Make an appointment to add new dimensions to your makeup that suit the occasion time and personality PLEASE SHAR",FALSE,2,NA,2019-09-20 10:51:09,TRUE,NA,"1174999431835373569",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RanjeetMakeover",1,FALSE,FALSE,NA,NA
"Yui Moks took this viral photo he didnt allowed me to because it was my first job  

Now everyone is talking about it",FALSE,0,NA,2019-09-20 09:51:36,FALSE,NA,"1174984445084033024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fotografar1",1,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-20 08:10:00,FALSE,NA,"1174958876514349063",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iamkishank",1376,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-20 08:09:58,FALSE,NA,"1174958866888445952",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iamkishank",2151,TRUE,FALSE,NA,NA
"Tattoos piercings and flaming red hair Youve never seen a Royal bride like ScarletNOT YOUR KNIGHT IN SHINING",FALSE,0,NA,2019-09-20 07:00:28,TRUE,NA,"1174941378003918848",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","K8JohnsonAuthor",0,FALSE,FALSE,NA,NA
"Did not expect this at all RoyalWedding",FALSE,0,NA,2019-09-20 06:41:21,FALSE,NA,"1174936566868742144",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GhouseP90967211",25296,TRUE,FALSE,NA,NA
"Congrats to Prince HarryMeghan   RoyalWedding",FALSE,0,NA,2019-09-20 04:20:19,FALSE,NA,"1174901075159076865",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PyRxIsDead",1022,TRUE,FALSE,NA,NA
"The alternative to the RoyalWedding 
LaurelandHardy BabesinToyland",FALSE,0,NA,2019-09-19 22:18:54,FALSE,NA,"1174810121031098369",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Arderucio",35,TRUE,FALSE,NA,NA
"Prince Harry tells Meghan Markle you look amazing as they meet for the first time in St Georges Chapel
RoyalWeddin",FALSE,0,NA,2019-09-19 22:07:56,FALSE,NA,"1174807360168239104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gstrick88",184,TRUE,FALSE,NA,NA
"The newest addition to my royal family collection princessdiana royalwedding royalfamily",FALSE,0,NA,2019-09-19 22:02:25,FALSE,NA,"1174805972751138818",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","reneenicolegray",0,FALSE,FALSE,NA,NA
"Open Eveningduringwith the actual chair that Queen Mary sat in during her wedding to P",FALSE,0,NA,2019-09-19 21:44:53,FALSE,NA,"1174801560502775808",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","wicktrisha",2,TRUE,FALSE,NA,NA
"Meet Tom He has PTSD a hypochondriac mother and a very unsuitable girlfriend Oh and his grandmother is the Queen o",FALSE,0,NA,2019-09-19 21:39:31,FALSE,NA,"1174800210142404609",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_FLECKY_",1,TRUE,FALSE,NA,NA
"Meet Tom He has PTSD a hypochondriac mother and a very unsuitable girlfriend Oh and his grandmother is the Quee",FALSE,1,NA,2019-09-19 21:01:00,TRUE,NA,"1174790517739130880",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","K8JohnsonAuthor",1,FALSE,FALSE,NA,NA
"Open Eveningduringwith the actual chair that Queen Mary sat in during her wedding to P",FALSE,0,NA,2019-09-19 19:36:05,FALSE,NA,"1174769145117851648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WinchesterHods",2,TRUE,FALSE,NA,NA
