"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Open Eveningduringwith the actual chair that Queen Mary sat in during her wedding",FALSE,16,NA,2019-09-19 18:54:16,TRUE,NA,"1174758622783594498",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CatherineOgle",2,FALSE,FALSE,NA,NA
"PREPARE TO BE DELIGHTED
We cater to your ideas








eventmanager foodoftheday weddingdresses",FALSE,1,NA,2019-09-19 18:02:09,TRUE,NA,"1174745509501628416",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","theABCCatering",1,FALSE,FALSE,NA,NA
"Love and you shall be lovedRalph Waldo Emerson RoyalWedding
inspiration citation motivation quote philosophy q",FALSE,0,NA,2019-09-19 17:18:57,FALSE,NA,"1174734634984366081",NA,"<a href=""https://nositeforabot.com"" rel=""nofollow"">onvatestermamene</a>","VieEasy",1,TRUE,FALSE,NA,NA
"Like SFF Try my action romance MAX SEVENTEENLike romantic comedies Try my",FALSE,0,NA,2019-09-19 17:00:45,TRUE,NA,"1174730056238862336",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","K8JohnsonAuthor",0,FALSE,FALSE,NA,NA
"Love and you shall be lovedRalph Waldo Emerson RoyalWedding
inspiration citation motivation quote philosophy quotes",FALSE,0,NA,2019-09-19 17:00:04,FALSE,NA,"1174729882435145731",NA,"<a href=""http://twitter.frogv.com/"" rel=""nofollow"">smartquotes6_app</a>","smartquotes6",1,FALSE,FALSE,NA,NA
"He can name a thousand years of his ancestors Shes disowned her own father The Royal Family is going to love thi",FALSE,0,NA,2019-09-19 16:01:08,TRUE,NA,"1174715054383669250",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","K8JohnsonAuthor",0,FALSE,FALSE,NA,NA
"Diana your son got married today The flowers in Meghans bouquet were hand picked by him from your garden The hymn the",FALSE,0,NA,2019-09-19 15:31:22,FALSE,NA,"1174707560424849408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lauriane_Plt",73378,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-19 15:01:31,FALSE,NA,"1174700048992612355",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ZabeerLover",2151,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-19 14:58:17,FALSE,NA,"1174699236564373504",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Shan_N7",1376,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-19 14:58:09,FALSE,NA,"1174699204322779138",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Shan_N7",2151,TRUE,FALSE,NA,NA
"Adithya Convention Centre CoimbatoreBreezedecorators grandwedding brindhavanmahal royalwedding",FALSE,0,NA,2019-09-19 13:41:17,TRUE,NA,"1174679858024108033",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BreezeDecorator",0,FALSE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-19 13:25:06,FALSE,NA,"1174675786680266752",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chitrazindahai",1376,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-19 13:20:46,FALSE,NA,"1174674694244458502",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chitrazindahai",2151,TRUE,FALSE,NA,NA
"Every wedding should feel like a RoyalWedding when youve found the one who treats you like royalty  ",FALSE,0,NA,2019-09-19 12:07:36,FALSE,NA,"1174656281359114246",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","collsexymusic4u",53,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-19 12:06:40,FALSE,NA,"1174656047291817984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","maheshwarisr",1376,TRUE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-19 12:05:26,FALSE,NA,"1174655737794060288",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","maheshwarisr",2151,TRUE,FALSE,NA,NA
"A wedding at Taj Hari Mahal has been special for generations Fulfill your most heartfelt desire of a perfect weddi",FALSE,3,NA,2019-09-19 10:35:41,TRUE,NA,"1174633151177486337",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TajHariMahal",0,FALSE,FALSE,NA,NA
"Bunty weds Sweety Part 
RoyalWedding BBdubs",FALSE,0,NA,2019-09-19 10:32:56,FALSE,NA,"1174632458538536961",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","m17loshali",2151,TRUE,FALSE,NA,NA
"Designer silk safa for barati or wedding procession For business inquiries start your conversation at",FALSE,0,NA,2019-09-19 08:51:47,TRUE,NA,"1174607003919847426",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShahiPagdi",0,FALSE,FALSE,NA,NA
"Prince Thomas is coming home Lord hes been off in Syria for so long NOT YOUR KNIGHT IN SHINING ARMOUR is out n",FALSE,0,NA,2019-09-19 07:00:13,TRUE,NA,"1174578927131615232",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","K8JohnsonAuthor",0,FALSE,FALSE,NA,NA
"George and Amal Clooney are at the Royal Wedding right now 

Clooney georgeclooney RoyalWedding",FALSE,0,"ClooneysOpenHse",2019-09-19 05:54:25,FALSE,NA,"1174562369827233793","318218531","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","George_Clooney8",0,FALSE,FALSE,NA,NA
"I just wanted to paint this expression  RoyalWedding MeghanMarkle",FALSE,0,NA,2019-09-19 03:12:43,FALSE,NA,"1174521673330171904",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sunnymegx",5764,TRUE,FALSE,NA,NA
"Happiness is getting your special food on your special day


Credits Morvi Images


 indianweddings",FALSE,0,NA,2019-09-19 00:03:01,TRUE,NA,"1174473936836407296",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","EventTow",0,FALSE,FALSE,NA,NA
"I love that Lego hooked into RoyalWedding Wow",FALSE,0,"DavidKamatoy",2019-09-18 22:19:16,FALSE,"1173996640937508864","1174447825062514688","15491283","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","DavidKamatoy",0,FALSE,FALSE,NA,NA
"My grandma just came back from the RoyalWedding and this is what she had to say",FALSE,0,NA,2019-09-18 21:09:28,FALSE,NA,"1174430258474422272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dam_kxng",122,TRUE,FALSE,NA,NA
"David Beckham la classe RoyalWedding",FALSE,0,NA,2019-09-18 19:29:55,FALSE,NA,"1174405208425865218",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Fleur_Des_Anges",469,TRUE,FALSE,NA,NA
"Hashtags on Twitter can also be used to join in with broader conversations around big events like the RoyalWedding",FALSE,2,NA,2019-09-18 19:10:02,TRUE,NA,"1174400202813386752",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","JoinWDYT",0,FALSE,FALSE,NA,NA
"ThursdayFlashbackOne of the royalwedding announcement with WilliamandKate",FALSE,3,NA,2019-09-18 18:12:48,TRUE,NA,"1174385801603534851",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","withey_adam",0,FALSE,FALSE,NA,NA
"Hes not your usual prince Its not your usual RoyalWedding And shes definitely NOT YOUR CINDERELLA",FALSE,0,NA,2019-09-18 18:00:45,FALSE,NA,"1174382766747791360",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","K8JohnsonAuthor",0,FALSE,FALSE,NA,NA
"We had a great morning watching Talk Stoop alum Meghan Markles royalwedding Heres a shot from one of my favorite inte",FALSE,0,NA,2019-09-18 17:53:56,FALSE,NA,"1174381053307437056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gordon_izabella",12,TRUE,FALSE,NA,NA
"And then she rescues him right back NOT YOUR KNIGHT IN SHINING ARMOUR is out nowromance e",FALSE,0,NA,2019-09-18 17:52:50,FALSE,NA,"1174380777057980416",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RhodaBaxter",1,TRUE,FALSE,NA,NA
"And then she rescues him right back NOT YOUR KNIGHT IN SHINING ARMOUR is out nowromance",FALSE,1,NA,2019-09-18 17:00:05,TRUE,NA,"1174367499669954561",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","K8JohnsonAuthor",1,FALSE,FALSE,NA,NA
"Designer silk and cotton safa for barati or wedding procession For business inquiries start your conversation at",FALSE,0,NA,2019-09-18 15:52:13,TRUE,NA,"1174350421453877248",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShahiPagdi",0,FALSE,FALSE,NA,NA
"weddingweddingphotographer weddingdayweddingplanner weddingdress royalwedding lovefadhionpassionninstalik",FALSE,1,NA,2019-09-18 15:24:53,TRUE,NA,"1174343541130219520",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","PhCataldo",0,FALSE,FALSE,"14.42910211","40.75304492"
"We had a great morning watching Talk Stoop alum Meghan Markles royalwedding Heres a shot from one of my favorite inte",FALSE,0,NA,2019-09-18 14:05:54,FALSE,NA,"1174323666584129536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MmMin57",12,TRUE,FALSE,NA,NA
"Youre invited to celebrate the RoyalWedding with us at Downton Abbey The Exhibition in NYC to celebrate the marriage",FALSE,0,NA,2019-09-18 13:57:39,FALSE,NA,"1174321590823260161",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","tmasonmi5",43,TRUE,FALSE,NA,NA
"Youre invited to celebrate the RoyalWedding with us at Downton Abbey The Exhibition in NYC to celebrate the marriage",FALSE,0,NA,2019-09-18 13:53:40,FALSE,NA,"1174320586669154304",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Mi5Recordings",43,TRUE,FALSE,NA,NA
"We had a great morning watching Talk Stoop alum Meghan Markles royalwedding Heres a shot from one of my favorite inte",FALSE,0,NA,2019-09-18 13:32:59,FALSE,NA,"1174315382531923968",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","QueenCityBird",12,TRUE,FALSE,NA,NA
"We had a great morning watching Talk Stoop alum Meghan Markles royalwedding Heres a shot from one of my favorite inte",FALSE,0,NA,2019-09-18 13:17:20,FALSE,NA,"1174311443518373890",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","KUWTRSussexes",12,TRUE,FALSE,NA,NA
"My grandma just came back from the RoyalWedding and this is what she had to say",FALSE,0,NA,2019-09-18 13:06:15,FALSE,NA,"1174308652993454080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IsaiahTalbot",122,TRUE,FALSE,NA,NA
"We had a great morning watching Talk Stoop alum Meghan Markles royalwedding Heres a shot from one of my favorite inte",FALSE,0,NA,2019-09-18 13:04:40,FALSE,NA,"1174308256795070464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","latteIicious",12,TRUE,FALSE,NA,NA
"We had a great morning watching Talk Stoop alum Meghan Markles royalwedding Heres a shot from one of my favorite inte",FALSE,0,NA,2019-09-18 13:04:15,FALSE,NA,"1174308152294236161",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","popsicle_pimp",12,TRUE,FALSE,NA,NA
"We had a great morning watching Talk Stoop alum Meghan Markles royalwedding Heres a shot from one of my favorite inte",FALSE,0,NA,2019-09-18 12:59:35,FALSE,NA,"1174306978522378240",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MagaliDMathias",12,TRUE,FALSE,NA,NA
"We had a great morning watching Talk Stoop alum Meghan Markles royalwedding Heres a shot from one of my favorite inte",FALSE,0,NA,2019-09-18 12:59:27,FALSE,NA,"1174306944099602432",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gina_asada",12,TRUE,FALSE,NA,NA
"Hashtags on Twitter can also be used to join in with broader conversations around big events like the RoyalWedding",FALSE,0,NA,2019-09-18 12:08:02,TRUE,NA,"1174294003690475520",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","Stroud_WDYT",0,FALSE,FALSE,NA,NA
"Find out the story behind the beginning ofin my interview w the gossip queen herself LaineyLui",FALSE,0,NA,2019-09-18 11:01:27,TRUE,NA,"1174277247865413633",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","eleanorbeaton",0,FALSE,FALSE,NA,NA
"An intimate RoyalWedding withof your closest friends NOT YOUR PRINCE CHARMING is out now",FALSE,0,NA,2019-09-18 11:00:31,FALSE,NA,"1174277013596770309",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","K8JohnsonAuthor",0,FALSE,FALSE,NA,NA
"One day youreand posing outside Buckingham palace andyears later youre marrying the Prince 

Unreal 

RoyalWed",FALSE,0,NA,2019-09-18 08:38:18,FALSE,NA,"1174241223965630471",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Pinche_Tomasa",128723,TRUE,FALSE,NA,NA
"We are short of words to describe the beauty of this moonlit picture ofand avu by",FALSE,0,NA,2019-09-18 08:30:13,TRUE,NA,"1174239186976759808",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","wishnwed",0,FALSE,FALSE,NA,NA
"What happens in Vegas stays in Vegas right Unless youre a prince NOT YOUR KNIGHT IN SHINING ARMOUR is out NOW",FALSE,0,NA,2019-09-18 07:00:09,TRUE,NA,"1174216520836276226",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","K8JohnsonAuthor",0,FALSE,FALSE,NA,NA
"My grandma just came back from the RoyalWedding and this is what she had to say",FALSE,0,NA,2019-09-18 04:00:16,FALSE,NA,"1174171253218955265",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JamaalDante",122,TRUE,FALSE,NA,NA
"Hand in hand  royalwedding",FALSE,0,NA,2019-09-17 22:29:52,FALSE,NA,"1174088103520329728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","xii__rakan",469,TRUE,FALSE,NA,NA
"Princess Elizabeth was a bridesmaid for the wedding of Captain Henry AbelSmith and Lady May Cambridge niece of King George V",FALSE,0,NA,2019-09-17 22:25:12,FALSE,NA,"1174086931417915392",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","itwed21",49,TRUE,FALSE,NA,NA
"One of my favorite newsletters is s She not only gives updates on her books that I adore RoyalWeddi",FALSE,0,NA,2019-09-17 21:33:11,FALSE,NA,"1174073840588251138",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","bachbunny",2,TRUE,FALSE,NA,NA
"One of my favorite newsletters is s She not only gives updates on her books that I adore RoyalWeddi",FALSE,0,NA,2019-09-17 21:20:00,FALSE,NA,"1174070523199918086",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","whimsicallyours",2,TRUE,FALSE,NA,NA
"Prince William is reported to have only slept forminutes the night before his weddingthis was due to a combinati",FALSE,0,NA,2019-09-17 20:51:17,FALSE,NA,"1174063296443551745",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LoriSprenkle",49,TRUE,FALSE,NA,NA
"Children fall in love at first sight with our Castle Lions


RoyalLions Royalwedding Weddingvenue",FALSE,2,NA,2019-09-17 20:01:27,TRUE,NA,"1174050754438545414",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","hertfordcastle",0,FALSE,FALSE,NA,NA
"I just cant get enough of this  royalwedding DuchessMeghan",FALSE,0,NA,2019-09-17 18:06:10,FALSE,NA,"1174021745076035584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","irena_golova",0,FALSE,FALSE,NA,NA
"His life is going fine cos Elizas in it RoyalWedding romance NOT YOUR PRINCE CHARMING is out now",FALSE,0,NA,2019-09-17 18:00:57,FALSE,NA,"1174020430874796035",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","K8JohnsonAuthor",0,FALSE,FALSE,NA,NA
"Scarlet is her name Scarlet is her hair and Scarlet is her nature This RoyalWedding is going to liven things up",FALSE,0,NA,2019-09-17 17:00:40,TRUE,NA,"1174005260807016448",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","K8JohnsonAuthor",0,FALSE,FALSE,NA,NA
"Last chance for our amazing Lemon Elderflower royalwedding Cupcakes 
bakery cupcakes cakeartmd sby",FALSE,0,NA,2019-09-17 15:55:19,TRUE,NA,"1173988812260814848",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","CakeArtbysusan",0,FALSE,FALSE,NA,NA
"Love No one has ever understood whats the perfect definition of love

Its the respect and the mutualunderstanding th",FALSE,0,NA,2019-09-17 12:17:54,FALSE,NA,"1173934097267351554",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Bossy45329221",1,TRUE,FALSE,NA,NA
"Prince Jamie married a barmaid Princess Eliza married a divorced American Prince Toms choice of royal bride is a",FALSE,0,NA,2019-09-17 11:01:00,TRUE,NA,"1173914745751199744",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","K8JohnsonAuthor",0,FALSE,FALSE,NA,NA
"Dont wait for magic Create it with our exquisite jewellery which will brighten up any traditional attire

SKU C",FALSE,0,NA,2019-09-17 10:54:25,TRUE,NA,"1173913089651007490",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","YosshitaNeha",0,FALSE,FALSE,NA,NA
"Seeking to make a statement this wedding seasonWe got you covered with our amazing lehenga 

SKU Code YNL
",FALSE,0,NA,2019-09-17 10:54:00,TRUE,NA,"1173912986458607617",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","YosshitaNeha",0,FALSE,FALSE,NA,NA
"Reimagine your next look with our stunning jewellery Come fall in love 

SKU Code YNL
",FALSE,0,NA,2019-09-17 10:53:30,TRUE,NA,"1173912859903811584",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","YosshitaNeha",0,FALSE,FALSE,NA,NA
"Show up in our quintessentialtimeless red lehenga for special day and give no one a chance to take their eyes aw",FALSE,0,NA,2019-09-17 10:43:18,TRUE,NA,"1173910291819581440",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","YosshitaNeha",0,FALSE,FALSE,NA,NA
"Pair up our stunning jewellery with the classic lehenga to sparkle away on your wedding day 

SKU Code YNL",FALSE,0,NA,2019-09-17 10:42:50,TRUE,NA,"1173910172760080384",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","YosshitaNeha",0,FALSE,FALSE,NA,NA
"Get dolled up in our classic red lehenga for your day of love laughter and that begining of happily ever after 
",FALSE,0,NA,2019-09-17 10:42:22,TRUE,NA,"1173910056170999810",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","YosshitaNeha",0,FALSE,FALSE,NA,NA
"CALLING ALL GAMEOFTHRONES FANS Jon Snow finally marries his beloved Ygritte today and yes this really is RoyalWedding B",FALSE,0,NA,2019-09-17 08:49:18,FALSE,NA,"1173881603229024256",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NotTheYesGuy1",388,TRUE,FALSE,NA,NA
"Hashtags on Twitter can be used to join in with broader conversations around big events like the RoyalWedding or n",FALSE,2,NA,2019-09-17 08:29:01,TRUE,NA,"1173876496626278402",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","Cheltenham_WDYT",0,FALSE,FALSE,NA,NA
"Best makeover studio in DelhiNCR providing a variety of onvenue and instudio mehndi engagement wedding",FALSE,0,NA,2019-09-17 07:43:14,TRUE,NA,"1173864976160657410",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RanjeetMakeover",0,FALSE,FALSE,NA,NA
"days royalweddingMariner Of The Seas",FALSE,17,NA,2019-09-17 03:52:39,FALSE,NA,"1173806949814718466",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","mpoole3",0,FALSE,FALSE,"-80.61078","28.40468"
"Riding their royalwedding stardom into a new SonyMusic deal and global tour British gospel institution",FALSE,2,NA,2019-09-17 01:00:08,TRUE,NA,"1173763533512806401",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","indyweek",0,FALSE,FALSE,NA,NA
"She wont pretend to know the challenges hes facing the world he keeps erasing and creating in his mind but she",FALSE,1,NA,2019-09-17 00:00:50,TRUE,NA,"1173748611303268353",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","K8JohnsonAuthor",0,FALSE,FALSE,NA,NA
"One of my favorite newsletters is s She not only gives updates on her books that I adore ",FALSE,5,NA,2019-09-16 23:29:08,TRUE,NA,"1173740633112162309",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","whimsicallyours",2,FALSE,FALSE,NA,NA
"Lets just take a minute to appreciate how beautiful this is 
royalwedding",FALSE,0,NA,2019-09-16 21:48:40,FALSE,NA,"1173715348681629698",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","90sbabyicon",2245,TRUE,FALSE,NA,NA
"These eight businesses know how to nail Instagram marketing Our favoritefor recreating the",FALSE,1,NA,2019-09-16 19:45:07,TRUE,NA,"1173684258357071872",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","TreefallAgency",0,FALSE,FALSE,NA,NA
"Royal Blue Tree of Life Wedding Handfasting Cord DivinityBraid Celtic Handfasting TreeOfLife Wedding",FALSE,0,NA,2019-09-16 16:52:07,TRUE,NA,"1173640721431023616",NA,"<a href=""https://www.SchedulePictures.com"" rel=""nofollow"">SchedulePictures</a>","DivinityBraid",0,FALSE,FALSE,NA,NA
"Ever fallen in love with someone you shouldnt have NOT YOUR KNIGHT IN SHINING ARMOUR is out now",FALSE,1,NA,2019-09-16 16:01:12,TRUE,NA,"1173627906091823106",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","K8JohnsonAuthor",0,FALSE,FALSE,NA,NA
"When you find that receipt that takes you back to June th when you touched down back homehappymemories",FALSE,0,NA,2019-09-16 14:35:30,TRUE,NA,"1173606339395969032",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Vmarroquin13",0,FALSE,FALSE,NA,NA
